"id","subpanel","descriptors","descriptors_raw"
"2012/05/B/ST3/02467","ST3","ST3_18","ST3_18: Przejścia fazowe, równowaga faz"
"2012/05/B/ST3/02467","ST3","ST4_15","ST4_15: Chemia teoretyczna i obliczeniowa"
"2012/05/B/ST3/02467","ST3","ST3_1","ST3_1: Struktura ciał stałych i płynów"
"2012/05/B/ST3/02837","ST3","ST3_15","ST3_15: ""Miękka"" materia skondensowana (ciekłe kryształy, polimery,…)"
"2012/05/B/ST3/02837","ST3","ST3_18","ST3_18: Przejścia fazowe, równowaga faz"
"2015/17/B/HS3/00181","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologiawczesnośredniowieczna, archeologia średniowieczna i nowożytna"
"2015/17/B/HS3/00181","HS3","HS3_12","HS3_12: Dziedzictwo kulturowe (w tym: inwentaryzacja pamiątek i zabytków kultury, aktywność regionalistyczna)"
"2015/17/B/HS5/01416","HS5","HS5_5","HS5_5: Prawo prywatne"
"2012/05/B/ST3/03190","ST3","ST3_1","ST3_1: Struktura ciał stałych i płynów"
"2012/05/B/ST3/03190","ST3","ST3_4","ST3_4: Transport w materii skondensowanej"
"2012/05/B/ST3/03190","ST3","ST3_19","ST3_19: Inne zagadnienia pokrewne"
"2014/13/B/NZ9/02002","NZ9","NZ9_1","NZ9_1: Naukowe podstawy agronomii"
"2014/13/B/NZ9/02002","NZ9","NZ1_1","NZ1_1: Biologia molekularna"
"2014/13/B/NZ9/02002","NZ9","NZ9_13","NZ9_13: Inne zagadnienia pokrewne"
"2015/17/B/NZ5/00142","NZ5","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2015/17/B/NZ5/00142","NZ5","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2015/17/B/NZ5/00142","NZ5","NZ3_7","NZ3_7: Przekaźnictwo sygnału"
"2014/15/B/NZ5/03566","NZ5","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2014/15/B/NZ5/03566","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2012/05/B/ST3/03302","ST3","ST3_15","ST3_15: ""Miękka"" materia skondensowana (ciekłe kryształy, polimery,…)"
"2012/05/B/ST3/03302","ST3","ST3_17","ST3_17: Fizyka statystyczna (materii skondensowanej)"
"2012/05/B/ST3/03302","ST3","ST3_18","ST3_18: Przejścia fazowe, równowaga faz"
"2015/17/B/ST10/03827","ST10","ST10_2","ST10_2: Klimatologia, meteorologia, zmiany klimatu, dynamika atmosfery"
"2015/17/B/NZ3/02248","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/17/B/NZ3/02248","NZ3","NZ3_2","NZ3_2: Fizjologia komórki"
"2015/17/B/NZ3/02248","NZ3","NZ3_7","NZ3_7: Przekaźnictwo sygnału"
"2012/05/B/ST4/01236","ST4","ST4_3","ST4_3: Metody spektroskopowe i spektrometryczne"
"2012/05/B/ST4/01236","ST4","ST4_15","ST4_15: Chemia teoretyczna i obliczeniowa"
"2012/05/B/ST4/01236","ST4","ST5_16","ST5_16: Chemia biologiczna"
"2012/07/B/NZ7/04375","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2014/15/B/NZ8/00266","NZ8","NZ8_10","NZ8_10: Taksonomia i filogenetyka"
"2014/15/B/NZ8/00266","NZ8","NZ8_5","NZ8_5: Biogeografia"
"2014/15/B/NZ8/00266","NZ8","NZ8_12","NZ8_12: Zoologia"
"2014/15/B/HS6/03658","HS6","HS6_5","HS6_5: Psychologia ewolucyjna i porównawcza, genetyka zachowania, psychofizjologia, neuropsychologia"
"2014/15/B/HS6/03658","HS6","HS6_1","HS6_1: Psychologia ogólna (w tym: procesów poznawczych, emocji, motywacji, osobowości, różnic indywidualnych), psychologia eksperymentalna, psycholingwistyka"
"2014/15/B/HS6/03658","HS6","NZ4_10","NZ4_10: Neuroobrazowanie"
"2015/17/B/NZ7/02984","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/17/B/ST5/00547","ST5","ST5_11","ST5_11: Synteza biomateriałów"
"2014/15/B/ST4/04641","ST4","ST4_6","ST4_6: Chemia analityczna"
"2014/15/B/ST4/04641","ST4","ST4_3","ST4_3: Metody spektroskopowe i spektrometryczne"
"2013/11/B/HS3/03905","HS3","HS3_4","HS3_4: Historia gospodarcza"
"2013/11/B/HS3/03905","HS3","ST10_12","ST10_12: Geodezja, kartografia, systemy informacji geograficznej, teledetekcja"
"2015/17/B/ST7/04091","ST7","ST7_5","ST7_5: Mikro- i nanoelektronika, optoelektronika"
"2013/09/B/HS2/02763","HS2","HS2_6","HS2_6: Językoznawstwo ogólne i porównawcze, teoria języka i teoria komunikacji, metody badań lingwistycznych (w tym: socjo-, etno-, psycho- i pragmalingwistyka), lingwistyka komputerowa;"
"2015/17/B/NZ7/02935","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/17/B/NZ7/02935","NZ7","NZ7_15","NZ7_15: Toksykologia"
"2015/17/B/NZ7/02935","NZ7","NZ5_4","NZ5_4: Patogeneza chorób zwierząt"
"2012/05/B/ST6/03215","ST6","ST6_7","ST6_7: Sztuczna inteligencja, systemy inteligentne i wieloagentowe"
"2012/05/B/ST6/03215","ST6","ST6_11","ST6_11: Uczenie maszynowe, statystyczne przetwarzanie danych i zastosowanie w przetwarzaniu sygnałów"
"2012/05/B/ST6/03215","ST6","ST6_10","ST6_10: Technologie i systemy informatyczne, bazy danych, technologie internetowe w tym wyszukiwanie informacji i biblioteki cyfrowe"
"2013/09/B/HS1/00362","HS1","HS5_6","HS5_6: Teoria polityki i myśl polityczna"
"2013/09/B/HS1/00362","HS1","HS1_5","HS1_5: Filozofia człowieka, teorie osoby, filozofia kultury, filozofia społeczna"
"2013/09/B/HS1/00362","HS1","HS1_7","HS1_7: Etyka normatywna i opisowa, teoria moralności, bioetyka, etyka zawodowa"
"2012/05/B/ST6/03647","ST6","ST6_12","ST6_12: Obliczenia naukowe, narzędzia modelowania i symulacji"
"2012/05/B/ST7/00065","ST7","ST7_4","ST7_4: Inżynieria systemów, sensoryka, automatyka"
"2015/17/B/HS4/00306","HS4","HS4_3","HS4_3: Ekonometria i metody statystyczne"
"2015/17/B/HS4/00306","HS4","HS4_4","HS4_4: Dynamika ludności i procesy demograficzne"
"2015/17/B/HS4/00306","HS4","HS4_2","HS4_2: Mikroekonomia i ekonomia instytucjonalna"
"2014/15/B/ST6/05186","ST6","ST6_9","ST6_9: Interakcja człowiek – komputer, rozpoznawanie i synteza mowy, przetwarzanie języka naturalnego"
"2012/05/B/ST8/00249","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2015/17/B/ST7/04123","ST7","ST7_11","ST7_11: Inżynieria biomedyczna"
"2015/17/B/ST7/04123","ST7","ST6_12","ST6_12: Obliczenia naukowe, narzędzia modelowania i symulacji"
"2015/17/B/ST7/04123","ST7","NZ4_10","NZ4_10: Neuroobrazowanie"
"2014/15/B/ST5/02185","ST5","ST5_9","ST5_9: Materiały do konstrukcji sensorów"
"2014/15/B/ST5/02185","ST5","ST5_19","ST5_19: Metody badań właściwości materiałów"
"2014/15/B/ST5/02185","ST5","ST5_8","ST5_8: Nowe materiały: tlenki, stopy, kompozyty, hybrydy organiczno-nieorganiczne, nadprzewodniki"
"2012/05/B/ST8/01833","ST8","ST8_2","ST8_2: Inżynieria wodna, inżynieria lądowa, inżynieria lotnicza"
"2012/05/B/ST8/01833","ST8","ST8_4","ST8_4: Mechanika ciała stałego, mechanika płynów, termodynamika"
"2015/17/B/ST5/00350","ST5","ST5_21","ST5_21: Chemia polimerów"
"2012/05/B/ST8/02255","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2014/15/B/NZ3/01049","NZ3","NZ3_4","NZ3_4: Starzenie"
"2014/15/B/NZ3/01049","NZ3","NZ3_7","NZ3_7: Przekaźnictwo sygnału"
"2014/15/B/NZ3/01049","NZ3","NZ3_3","NZ3_3: Apoptoza"
"2012/05/B/ST8/02644","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2012/05/B/ST8/02644","ST8","ST8_11","ST8_11: Inne zagadnienia pokrewne"
"2012/05/B/ST8/02644","ST8","ST5_19","ST5_19: Metody badań właściwości materiałów"
"2015/17/B/ST7/03566","ST7","ST7_11","ST7_11: Inżynieria biomedyczna"
"2012/05/B/ST8/02802","ST8","ST8_7","ST8_7: Budowa maszyn ( modelowanie, kształtowanie, obróbka)"
"2015/17/B/NZ8/02475","NZ8","NZ8_5","NZ8_5: Biogeografia"
"2015/17/B/NZ8/02475","NZ8","NZ8_4","NZ8_4: Różnorodność biologiczna"
"2015/17/B/NZ8/02475","NZ8","NZ8_11","NZ8_11: Botanika"
"2014/15/B/NZ2/02302","NZ2","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2014/15/B/NZ2/02302","NZ2","NZ1_1","NZ1_1: Biologia molekularna"
"2014/15/B/NZ2/02302","NZ2","NZ1_2","NZ1_2: Biochemia"
"2012/05/B/ST8/02922","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2012/05/B/ST8/02971","ST8","ST8_2","ST8_2: Inżynieria wodna, inżynieria lądowa, inżynieria lotnicza"
"2012/05/B/ST8/02971","ST8","ST8_6","ST8_6: Mechatronika, mechanika precyzyjna"
"2012/05/D/HS1/03518","HS1","HS1_1","HS1_1: Historia filozofii (starożytnej, średniowiecznej, nowożytnej i współczesnej) i historia idei"
"2012/05/D/HS1/03518","HS1","HS1_7","HS1_7: Etyka normatywna i opisowa, teoria moralności, bioetyka, etyka zawodowa"
"2012/05/D/HS1/03518","HS1","HS1_2","HS1_2: Ontologia i metafizyka, ontologie szczegółowe"
"2012/05/D/HS1/03522","HS1","HS1_1","HS1_1: Historia filozofii (starożytnej, średniowiecznej, nowożytnej i współczesnej) i historia idei"
"2012/05/D/HS1/03522","HS1","HS1_5","HS1_5: Filozofia człowieka, teorie osoby, filozofia kultury, filozofia społeczna"
"2012/05/D/HS1/03522","HS1","HS2_1","HS2_1: Historia literatury (w tym: starożytnej, nowożytnej, współczesnej; narodowej, światowej) oraz krytyka i interpretacja literacka"
"2012/05/D/HS2/03385","HS2","HS2_9","HS2_9: Konserwatorstwo"
"2012/05/D/HS2/03385","HS2","HS2_10","HS2_10: Muzealnictwo"
"2015/17/B/HS4/02685","HS4","HS4_5","HS4_5: Zasoby i rozwój zrównoważony"
"2015/17/B/HS4/02685","HS4","HS4_3","HS4_3: Ekonometria i metody statystyczne"
"2015/17/B/HS4/02685","HS4","HS4_1","HS4_1: Makroekonomia (w tym: równowaga ekonomiczna, wzrost gospodarczy, wahania koniunkturalne w globalnej gospodarce, ekonomia pracy)"
"2012/05/D/HS2/03490","HS2","HS2_14","HS2_14: Kulturoznawstwo (w tym: współczesne studia kulturowe i antropologiczno-kulturowe)"
"2012/05/D/HS2/03490","HS2","HS2_13","HS2_13: Filmoznawstwo i media audiowizualne"
"2012/05/D/HS2/03490","HS2","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2012/05/D/HS2/03565","HS2","HS2_5","HS2_5: Historia języka i dialektologia, badania współczesnego języka i analiza dyskursu, tekstologia i translatologia lingwistyczna"
"2012/05/D/HS2/03565","HS2","HS2_6","HS2_6: Językoznawstwo ogólne i porównawcze, teoria języka i teoria komunikacji, metody badań lingwistycznych (w tym: socjo-, etno-, psycho- i pragmalingwistyka), lingwistyka komputerowa;"
"2012/05/D/HS2/03565","HS2","HS2_7","HS2_7: Metodyka i dydaktyka nauczania literatury i języka (w tym: języka obcego i języka polskiego jako obcego), glottodydaktyka, kultura języka"
"2012/05/D/HS2/03589","HS2","HS2_2","HS2_2: Teoria literatury, historia myśli literaturoznawczej, metody i orientacje badań literacko-kulturowych, antropologia literatury, komparatystyka i translatologia literacko-kulturowa"
"2012/05/D/HS2/03589","HS2","HS2_1","HS2_1: Historia literatury (w tym: starożytnej, nowożytnej, współczesnej; narodowej, światowej) oraz krytyka i interpretacja literacka"
"2012/05/D/HS2/03589","HS2","HS3_11","HS3_11: Etnografia i antropologia kulturowa (w tym: opis kultur tradycyjnych, antropologia magii, kultu i religii, zmiana kulturowa i procesy globalistyczne, antropologia zjawisk społeczno-kulturowych, etnicznych i tożsamościowych)"
"2015/17/B/ST5/01446","ST5","ST5_11","ST5_11: Synteza biomateriałów"
"2015/17/B/ST5/01446","ST5","ST5_8","ST5_8: Nowe materiały: tlenki, stopy, kompozyty, hybrydy organiczno-nieorganiczne, nadprzewodniki"
"2012/05/D/HS2/03592","HS2","HS2_8","HS2_8: Historia i teoria sztuki, sztuki plastyczne, kultura wizualna"
"2012/05/D/HS2/03592","HS2","HS1_5","HS1_5: Filozofia człowieka, teorie osoby, filozofia kultury, filozofia społeczna"
"2012/05/D/HS2/03592","HS2","HS5_6","HS5_6: Teoria polityki i myśl polityczna"
"2012/05/D/HS2/03639","HS2","HS2_14","HS2_14: Kulturoznawstwo (w tym: współczesne studia kulturowe i antropologiczno-kulturowe)"
"2015/17/B/NZ3/03618","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2012/05/D/HS3/03521","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2012/05/D/HS3/03521","HS3","HS1_12","HS1_12: Religie świata"
"2012/05/D/HS3/03521","HS3","HS2_3","HS2_3: Studia edytorsko-filologiczne, słownikowo-encyklopedyczne, dokumentacyjno-bibliograficzne"
"2012/05/D/HS3/03679","HS3","HS3_4","HS3_4: Historia gospodarcza"
"2012/05/D/HS3/03679","HS3","HS3_2","HS3_2: Historia społeczna"
"2012/05/D/HS3/03680","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2012/05/D/HS3/03680","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2012/05/D/HS3/03680","HS3","HS3_12","HS3_12: Dziedzictwo kulturowe (w tym: inwentaryzacja pamiątek i zabytków kultury, aktywność regionalistyczna)"
"2012/05/D/HS3/04128","HS3","ST10_10","ST10_10: Mineralogia, petrologia, geologia złóż"
"2012/05/D/HS3/04128","HS3","ST10_11","ST10_11: Geochemia"
"2012/05/D/HS3/04128","HS3","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2012/05/D/HS4/01129","HS4","HS4_8","HS4_8: Zarządzanie organizacjami, zarządzanie strategiczne, koncepcje i metody zarządzania"
"2012/05/D/HS4/01138","HS4","HS4_7","HS4_7: Ekonomia behawioralna, konsumpcja i zachowania konsumentów, marketing"
"2012/05/D/HS4/01138","HS4","HS4_8","HS4_8: Zarządzanie organizacjami, zarządzanie strategiczne, koncepcje i metody zarządzania"
"2012/05/D/HS4/01138","HS4","HS4_12","HS4_12: Ekonomia międzynarodowa"
"2012/05/D/HS4/01177","HS4","HS4_8","HS4_8: Zarządzanie organizacjami, zarządzanie strategiczne, koncepcje i metody zarządzania"
"2012/05/D/HS4/01177","HS4","HS4_2","HS4_2: Mikroekonomia i ekonomia instytucjonalna"
"2012/05/D/HS4/01317","HS4","HS4_7","HS4_7: Ekonomia behawioralna, konsumpcja i zachowania konsumentów, marketing"
"2012/05/D/HS4/01317","HS4","HS4_8","HS4_8: Zarządzanie organizacjami, zarządzanie strategiczne, koncepcje i metody zarządzania"
"2012/05/D/HS4/01317","HS4","HS4_9","HS4_9: Zarządzanie zasobami ludzkimi, zatrudnienie i płace"
"2012/05/D/HS4/01328","HS4","HS4_5","HS4_5: Ludność, gospodarka, rozwój społeczno-ekonomiczny, rozwój zrównoważony"
"2012/05/D/HS4/01328","HS4","HS4_10","HS4_10: Gospodarka publiczna, infrastruktura społeczna, administracja publiczna"
"2012/05/D/HS4/01328","HS4","HS4_15","HS4_15: Inne zagadnienia pokrewne"
"2012/05/D/HS4/01338","HS4","HS4_8","HS4_8: Zarządzanie organizacjami, zarządzanie strategiczne, koncepcje i metody zarządzania"
"2012/05/D/HS4/01356","HS4","HS4_6","HS4_6: Rynki finansowe, bankowość, finanse przedsiębiorstw, finanse publiczne"
"2012/05/D/HS4/01356","HS4","HS4_2","HS4_2: Mikroekonomia i ekonomia instytucjonalna"
"2012/05/D/HS4/01356","HS4","HS4_1","HS4_1: Makroekonomia (w tym: równowaga ekonomiczna, wzrost gospodarczy, wahania koniunkturalne w globalnej gospodarce, ekonomia pracy);"
"2012/05/D/HS4/01444","HS4","HS4_8","HS4_8: Zarządzanie organizacjami, zarządzanie strategiczne, koncepcje i metody zarządzania"
"2012/05/D/HS4/01521","HS4","HS4_9","HS4_9: Zarządzanie zasobami ludzkimi, zatrudnienie i płace"
"2012/05/D/HS4/01767","HS4","HS4_3","HS4_3: Ekonometria i metody statystyczne"
"2012/05/D/HS4/01771","HS4","HS4_13","HS4_13: Geografia ekonomiczna"
"2012/05/D/HS4/01771","HS4","HS4_14","HS4_14: Gospodarka przestrzenna"
"2012/05/D/HS4/01771","HS4","HS5_8","HS5_8: Polityka regionalna"
"2012/05/D/HS5/01549","HS5","HS5_7","HS5_7: Systemy i ruchy polityczne oraz stosunki międzynarodowe"
"2012/05/D/HS5/01549","HS5","HS5_10","HS5_10: Inne zagadnienia pokrewne"
"2014/15/B/NZ6/02378","NZ6","NZ6_8","NZ6_8: Inne zagadnienia pokrewne"
"2014/15/B/NZ6/02378","NZ6","NZ6_5","NZ6_5: Wirusologia"
"2014/15/B/NZ6/02378","NZ6","NZ6_2","NZ6_2: Immunologia kliniczna"
"2012/05/D/HS5/01596","HS5","HS5_7","HS5_7: Systemy i ruchy polityczne oraz stosunki międzynarodowe"
"2012/05/D/HS5/02822","HS5","HS5_1","HS5_1: Teoria i filozofia prawa, historia prawa i myśli prawnej"
"2012/05/D/HS5/02822","HS5","HS5_5","HS5_5: Prawo prywatne"
"2012/05/D/HS5/02822","HS5","HS5_3","HS5_3: Prawo publiczne i socjalne, nauka o administracji"
"2012/05/D/HS6/02390","HS6","HS6_3","HS6_3: Psychologia kliniczna, zdrowia, penitencjarna, rehabilitacji, neuropsychologia kliniczna"
"2012/05/D/HS6/02390","HS6","HS6_19","HS6_19: Problemy społeczne i kierunki praktycznych działań socjologów"
"2012/05/D/HS6/02760","HS6","HS6_17","HS6_17: Socjologia gospodarki i edukacji"
"2014/15/B/NZ1/03386","NZ1","NZ1_11","NZ1_11: Inne zagadnienia pokrewne"
"2012/05/D/HS6/03000","HS6","HS6_4","HS6_4: Psychologia rozwoju, rodziny, wychowania i edukacji"
"2012/05/D/HS6/03000","HS6","HS6_1","HS6_1: Psychologia ogólna (w tym: procesów poznawczych, emocji, motywacji, osobowości, różnic indywidualnych), psychologia eksperymentalna, psycholingwistyka"
"2012/05/D/HS6/03118","HS6","HS6_14","HS6_14: Struktura i dynamika społeczna"
"2012/05/D/HS6/03118","HS6","HS6_13","HS6_13: Socjologia teoretyczna, orientacje metodologiczne i warianty badań empirycznych"
"2012/05/D/HS6/03350","HS6","HS6_9","HS6_9: Pedagogika społeczna i andragogika, profilaktyka społeczna i resocjalizacja"
"2012/05/D/HS6/03350","HS6","HS6_4","HS6_4: Psychologia rozwoju, rodziny, wychowania i edukacji"
"2012/05/D/HS6/03363","HS6","HS6_1","HS6_1: Psychologia ogólna (w tym: procesów poznawczych, emocji, motywacji, osobowości, różnic indywidualnych), psychologia eksperymentalna, psycholingwistyka"
"2012/05/D/HS6/03431","HS6","HS6_2","HS6_2: Psychologia społeczna, polityczna, środowiskowa i międzykulturowa"
"2012/05/D/NZ1/00030","NZ1","NZ1_1","NZ1_1: Biologia molekularna"
"2012/05/D/NZ1/00030","NZ1","NZ1_2","NZ1_2: Biochemia"
"2012/05/D/NZ1/01659","NZ1","NZ3_2","NZ3_2: Fizjologia komórki"
"2012/05/D/NZ2/01623","NZ2","NZ2_1","NZ2_1: Genetyka molekularna"
"2012/05/D/NZ2/02238","NZ2","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2012/05/D/NZ2/02238","NZ2","NZ2_7","NZ2_7: Bioinformatyka"
"2012/05/D/NZ3/00994","NZ3","NZ3_6","NZ3_6: Neurobiologia komórkowa"
"2012/05/D/NZ3/02028","NZ3","NZ3_8","NZ3_8: Komórki macierzyste"
"2014/13/B/ST8/04274","ST8","ST8_1","ST8_1: Inżynieria chemiczna, chemia techniczna, inżynieria środowiska, inżynieria sanitarna, inżynieria procesowa"
"2014/13/B/ST8/04274","ST8","ST8_13","ST8_13: Inne zagadnienia pokrewne"
"2012/05/D/NZ3/02081","NZ3","NZ3_8","NZ3_8: Komórki macierzyste"
"2012/05/D/NZ3/02081","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2012/05/D/NZ3/02081","NZ3","NZ1_7","NZ1_7: Inżynieria komórkowa"
"2015/17/B/ST3/02478","ST3","ST5_2","ST5_2: Materiały o strukturze ciała stałego"
"2015/17/B/ST3/02478","ST3","ST3_5","ST3_5: Własności elektronowe materiałów i transportu"
"2015/17/B/ST3/02478","ST3","ST4_15","ST4_15: Chemia teoretyczna i obliczeniowa"
"2012/05/D/NZ3/02085","NZ3","NZ3_6","NZ3_6: Neurobiologia komórkowa"
"2012/05/D/NZ3/02085","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2012/05/D/NZ3/02085","NZ3","NZ3_5","NZ3_5: Neurobiologia molekularna"
"2012/05/D/NZ4/02978","NZ4","NZ4_12","NZ4_12: Inne zagadnienia pokrewne"
"2012/05/D/NZ4/02982","NZ4","NZ4_9","NZ4_9: Neurobiologia systemowa"
"2012/05/D/NZ4/02982","NZ4","NZ4_11","NZ4_11: Metabolizm"
"2012/05/D/NZ4/02982","NZ4","NZ4_12","NZ4_12: Inne zagadnienia pokrewne"
"2015/17/B/HS4/00253","HS4","HS4_8","HS4_8: Ekonomia behawioralna, konsumpcja i zachowania konsumentów, marketing"
"2015/17/B/HS4/00253","HS4","NZ9_7","NZ9_7: Naukowe podstawy żywienia i badania żywności"
"2012/05/D/NZ4/02984","NZ4","NZ4_7","NZ4_7: Neurofizjologia"
"2012/05/D/NZ4/02984","NZ4","NZ3_7","NZ3_7: Przekaźnictwo sygnału"
"2012/05/D/NZ5/01224","NZ5","NZ1_1","NZ1_1: Biologia molekularna"
"2012/05/D/NZ5/01224","NZ5","NZ3_1","NZ3_1: Biologia komórki"
"2012/05/D/NZ5/01224","NZ5","NZ6_8","NZ6_8: Inne zagadnienia pokrewne"
"2012/05/D/NZ5/01840","NZ5","NZ4_5","NZ4_5: Patomorfologia"
"2012/05/D/NZ5/01840","NZ5","NZ3_7","NZ3_7: Przekaźnictwo sygnału"
"2012/05/D/NZ5/01840","NZ5","ST5_1","ST5_1: Właściwości strukturalne materiałów"
"2012/05/D/NZ5/01841","NZ5","NZ5_2","NZ5_2: Etiologia chorób zwierząt"
"2012/05/D/NZ5/01841","NZ5","NZ5_4","NZ5_4: Patogeneza chorób zwierząt"
"2012/05/D/NZ5/01841","NZ5","NZ1_1","NZ1_1: Biologia molekularna"
"2014/15/B/NZ8/00237","NZ8","NZ8_6","NZ8_6: Biologia morza"
"2014/15/B/NZ8/00237","NZ8","NZ8_2","NZ8_2: Ekologia"
"2012/05/D/NZ5/01844","NZ5","NZ3_7","NZ3_7: Przekaźnictwo sygnału"
"2012/05/D/NZ5/01844","NZ5","NZ1_1","NZ1_1: Biologia molekularna"
"2012/05/D/NZ5/01844","NZ5","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2012/05/D/NZ5/01846","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2012/05/D/NZ5/01846","NZ5","NZ5_7","NZ5_7: Leczenie chorób człowieka"
"2012/05/D/NZ5/01846","NZ5","NZ5_9","NZ5_9: Inne zagadnienia pokrewne"
"2015/17/B/ST4/04216","ST4","ST4_3","ST4_3: Metody spektroskopowe i spektrometryczne"
"2015/17/B/ST4/04216","ST4","ST4_4","ST4_4: Struktura i architektura molekularna"
"2012/05/D/NZ6/00615","NZ6","NZ6_6","NZ6_6: Parazytologia"
"2012/05/D/NZ6/00885","NZ6","NZ6_5","NZ6_5: Wirusologia"
"2012/05/D/NZ6/00885","NZ6","NZ1_1","NZ1_1: Biologia molekularna"
"2012/05/D/NZ6/00885","NZ6","NZ1_10","NZ1_10: Biologia drobnoustrojów"
"2012/05/D/NZ6/00989","NZ6","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2012/05/D/NZ6/00989","NZ6","NZ4_10","NZ4_10: Neuroobrazowanie"
"2015/17/B/ST5/01467","ST5","NZ1_2","NZ1_2: Biochemia"
"2015/17/B/ST5/01467","ST5","ST5_16","ST5_16: Chemia biologiczna"
"2015/17/B/ST5/01467","ST5","ST5_22","ST5_22: Chemia supramolekularna"
"2012/05/D/NZ6/02916","NZ6","NZ6_1","NZ6_1: Odporność swoista i nieswoista"
"2012/05/D/NZ6/02916","NZ6","NZ6_5","NZ6_5: Wirusologia"
"2012/05/D/NZ6/02916","NZ6","NZ6_3","NZ6_3: Immunologia zwierząt"
"2014/15/B/NZ8/00208","NZ8","NZ8_1","NZ8_1: Biologia ewolucyjna"
"2014/15/B/NZ8/00208","NZ8","NZ8_12","NZ8_12: Zoologia"
"2014/15/B/NZ8/00208","NZ8","NZ8_10","NZ8_10: Taksonomia i filogenetyka"
"2012/05/D/NZ7/02263","NZ7","NZ7_7","NZ7_7: Rehabilitacja"
"2012/05/D/NZ7/02278","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2014/15/B/NZ8/00209","NZ8","NZ8_6","NZ8_6: Biologia morza"
"2014/15/B/NZ8/00209","NZ8","NZ8_2","NZ8_2: Ekologia"
"2012/05/D/NZ7/02328","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/17/B/ST5/01190","ST5","ST5_14","ST5_14: Chemia koordynacyjna"
"2015/17/B/ST5/01190","ST5","ST5_12","ST5_12: Materiały ""inteligentne"" – materiały samoorganizujące się, materiały reagujące na bodźce zewnętrzne"
"2015/17/B/ST5/01190","ST5","ST5_24","ST5_24: Chemia nieorganiczna"
"2012/05/D/NZ7/02494","NZ7","NZ7_12","NZ7_12: Prewencja chorób człowieka"
"2012/05/D/NZ7/02494","NZ7","NZ5_7","NZ5_7: Leczenie chorób człowieka"
"2012/05/D/NZ7/02494","NZ7","NZ1_10","NZ1_10: Biologia drobnoustrojów"
"2012/05/D/NZ7/02518","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2012/05/D/NZ9/01604","NZ9","NZ9_2","NZ9_2: Naukowe podstawy zootechniki"
"2012/05/D/NZ9/01604","NZ9","NZ9_7","NZ9_7: Naukowe podstawy żywienia i badania żywności"
"2015/17/B/ST8/03242","ST8","ST8_4","ST8_4: Mechanika ciała stałego, mechanika płynów, termodynamika"
"2015/17/B/ST8/03242","ST8","ST8_3","ST8_3: Inżynieria obliczeniowa, komputerowe wspomaganie modelowania, projektowania i produkcji"
