"id","subpanel","descriptors","descriptors_raw"
"2016/21/D/ST8/01690","ST8","ST8_3","ST8_3: Inżynieria obliczeniowa, komputerowe wspomaganie modelowania, projektowania i produkcji"
"2016/21/D/ST8/01690","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/01692","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/01692","ST8","ST8_1","ST8_1: Inżynieria chemiczna, chemia techniczna, inżynieria środowiska, inżynieria sanitarna, inżynieria procesowa"
"2016/21/D/ST8/01692","ST8","ST5_6","ST5_6: Materiały porowate"
"2016/21/D/ST8/01694","ST8","ST8_1","ST8_1: Inżynieria chemiczna, chemia techniczna, inżynieria środowiska, inżynieria sanitarna, inżynieria procesowa"
"2016/21/D/ST8/01694","ST8","ST8_3","ST8_3: Inżynieria obliczeniowa, komputerowe wspomaganie modelowania, projektowania i produkcji"
"2016/21/D/ST8/01694","ST8","ST5_13","ST5_13: Chemia środowiska"
"2016/21/D/ST8/01696","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/01697","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/01700","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/01705","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/01711","ST8","ST8_7","ST8_7: Budowa maszyn (modelowanie, kształtowanie, obróbka)"
"2016/21/D/ST8/01711","ST8","ST8_4","ST8_4: Mechanika ciała stałego, mechanika płynów, termodynamika"
"2016/21/D/ST8/01713","ST8","ST8_1","ST8_1: Inżynieria chemiczna, chemia techniczna, inżynieria środowiska, inżynieria sanitarna, inżynieria procesowa"
"2016/21/D/ST8/01713","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/01714","ST8","ST8_1","ST8_1: Inżynieria chemiczna, chemia techniczna, inżynieria środowiska, inżynieria sanitarna, inżynieria procesowa"
"2016/21/D/ST8/01993","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/02007","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/02007","ST8","ST8_7","ST8_7: Budowa maszyn (modelowanie, kształtowanie, obróbka)"
"2016/21/D/ST8/02007","ST8","ST8_3","ST8_3: Inżynieria obliczeniowa, komputerowe wspomaganie modelowania, projektowania i produkcji"
"2016/21/D/ST8/02019","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/02908","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/D/ST8/02908","ST8","ST5_10","ST5_10: Nanomateriały: nanocząstki, nanorurki"
"2016/21/D/ST9/00656","ST9","ST9_18","ST9_18: Techniki obserwacyjne (instrumenty, detektory) i satelitarne"
"2016/21/D/ST9/00656","ST9","ST6_8","ST6_8: Grafika komputerowa, przetwarzanie obrazów, wizualizacja komputerowa, multimedia, gry komputerowe"
"2016/21/D/ST9/01098","ST9","ST9_4","ST9_4: Powstawanie gwiazd i planet"
"2016/21/P/HS3/00893","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2016/21/P/HS3/00893","HS3","ST10_15","ST10_15: Paleoklimatologia, paleoekologia"
"2016/21/P/HS3/00893","HS3","NZ8_13","NZ8_13: Biologia i ekologia człowieka"
"2016/21/P/HS3/04017","HS3","HS3_6","HS3_6: Historiografia, teoria i metodologia historii"
"2016/21/P/HS3/04017","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2016/21/P/HS3/04017","HS3","HS3_3","HS3_3: Historia polityczna (w tym ustroju)"
"2016/21/P/HS3/04034","HS3","HS3_4","HS3_4: Historia gospodarcza"
"2016/21/P/HS3/04063","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2016/21/P/HS3/04063","HS3","HS3_12","HS3_12: Dziedzictwo kulturowe (w tym: inwentaryzacja pamiątek i zabytków kultury, aktywność regionalistyczna)"
"2016/21/P/HS3/04080","HS3","HS3_2","HS3_2: Historia społeczna"
"2016/21/P/HS3/04080","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2016/21/P/HS3/04080","HS3","HS3_11","HS3_11: Etnografia i antropologia kulturowa (w tym: opis kultur tradycyjnych, antropologia magii, kultu i religii, zmiana kulturowa i procesy globalistyczne, antropologia zjawisk społeczno-kulturowych, etnicznych i tożsamościowych)"
"2016/21/P/HS6/04009","HS6","HS6_1","HS6_1: Psychologia ogólna (w tym: procesów poznawczych, emocji, motywacji, osobowości, różnic indywidualnych), psychologia eksperymentalna, psycholingwistyka"
"2016/21/P/NZ1/01085","NZ1","NZ1_2","NZ1_2: Biochemia"
"2016/21/P/NZ1/01085","NZ1","NZ1_4","NZ1_4: Biologia strukturalna"
"2016/21/P/NZ2/03926","NZ2","NZ2_8","NZ2_8: Biologia obliczeniowa"
"2016/21/P/NZ2/03926","NZ2","NZ2_7","NZ2_7: Bioinformatyka"
"2016/21/P/NZ2/03926","NZ2","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2016/21/P/NZ3/00897","NZ3","NZ3_6","NZ3_6: Neurobiologia komórkowa"
"2016/21/P/NZ3/00897","NZ3","NZ3_5","NZ3_5: Neurobiologia molekularna"
"2016/21/P/NZ3/03891","NZ3","NZ1_1","NZ1_1: Biologia molekularna"
"2016/21/P/NZ3/03891","NZ3","NZ1_2","NZ1_2: Biochemia"
"2016/21/P/NZ3/03891","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2016/21/P/NZ8/03919","NZ8","NZ8_1","NZ8_1: Biologia ewolucyjna"
"2016/21/P/NZ8/03919","NZ8","NZ8_2","NZ8_2: Ekologia"
"2016/21/P/NZ8/03919","NZ8","NZ8_12","NZ8_12: Zoologia"
"2016/21/P/NZ9/01089","NZ9","NZ3_1","NZ3_1: Biologia komórki"
"2016/21/P/NZ9/01089","NZ9","NZ3_11","NZ3_11: Biologia rozwoju roślin"
"2016/21/P/NZ9/01089","NZ9","NZ9_1","NZ9_1: Naukowe podstawy agronomii"
"2016/21/P/ST1/03460","ST1","ST1_5","ST1_5: Geometria"
"2016/21/P/ST1/03460","ST1","ST1_18","ST1_18: Zastosowania matematyki w innych naukach"
"2016/21/P/ST1/03460","ST1","ST1_6","ST1_6: Topologia"
"2016/21/P/ST2/04035","ST2","ST2_3","ST2_3: Fizyka jądrowa"
"2016/21/P/ST2/04035","ST2","ST2_7","ST2_7: Fizyka atomowa i molekularna"
"2016/21/P/ST2/04054","ST2","ST2_8","ST2_8: Optyka i optyka kwantowa"
"2016/21/P/ST2/04054","ST2","ST2_15","ST2_15: Fizyka ogólna (mechanika kwantowa, kwantowa informacja, zagadnienia interdyscyplinarne, ...)"
"2016/21/P/ST4/01321","ST4","ST4_3","ST4_3: Metody spektroskopowe i spektrometryczne"
"2016/21/P/ST4/01321","ST4","ST4_13","ST4_13: Chemia fizyczna układów biologicznych"
"2016/21/P/ST4/01321","ST4","NZ1_3","NZ1_3: Biofizyka"
"2016/21/P/ST4/03995","ST4","ST4_15","ST4_15: Chemia teoretyczna i obliczeniowa"
"2016/21/P/ST4/03995","ST4","NZ1_3","NZ1_3: Biofizyka"
"2016/21/P/ST4/03995","ST4","NZ1_4","NZ1_4: Biologia strukturalna"
"2016/21/P/ST5/00630","ST5","ST5_23","ST5_23: Chemia organiczna"
"2016/21/P/ST5/00630","ST5","ST5_16","ST5_16: Chemia biologiczna"
"2016/21/P/ST5/03512","ST5","ST5_16","ST5_16: Chemia biologiczna"
"2016/21/P/ST5/04016","ST5","ST5_14","ST5_14: Chemia koordynacyjna"
"2016/21/P/ST5/04016","ST5","ST5_18","ST5_18: Kataliza homogeniczna i heterogeniczna"
"2016/21/P/ST5/04016","ST5","ST5_23","ST5_23: Chemia organiczna"
"2016/21/P/ST5/04036","ST5","ST5_1","ST5_1: Właściwości strukturalne materiałów"
"2016/21/P/ST5/04036","ST5","ST5_19","ST5_19: Metody badań właściwości materiałów"
"2016/21/P/ST7/03666","ST7","ST7_5","ST7_5: Mikro- i nanoelektronika, optoelektronika"
"2016/21/P/ST7/03929","ST7","ST7_7","ST7_7: Przetwarzanie sygnałów"
"2016/21/P/ST7/03929","ST7","ST7_11","ST7_11: Inżynieria biomedyczna"
"2016/21/P/ST8/00790","ST8","ST8_3","ST8_3: Inżynieria obliczeniowa, komputerowe wspomaganie modelowania, projektowania i produkcji"
"2016/21/P/ST8/00790","ST8","ST8_4","ST8_4: Mechanika ciała stałego, mechanika płynów, termodynamika"
"2016/21/P/ST8/00790","ST8","ST8_8","ST8_8: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2016/21/P/ST8/03856","ST8","ST8_10","ST8_10: Zagadnienia techniczne i technologiczne w architekturze, urbanistyce i planowaniu przestrzennym"
"2016/21/P/ST8/03856","ST8","ST8_3","ST8_3: Inżynieria obliczeniowa, komputerowe wspomaganie modelowania, projektowania i produkcji"
"2016/21/P/ST8/03856","ST8","ST8_2","ST8_2: Inżynieria wodna, inżynieria lądowa, inżynieria lotnicza"
"2016/21/P/ST9/03689","ST9","ST9_12","ST9_12: Astrofizyka relatywistyczna - procesy wokół obiektów zwartych (białych karłów, gwiazd neutronowych i czarnych dziur)"
"2016/21/P/ST9/04025","ST9","ST9_12","ST9_12: Astrofizyka relatywistyczna - procesy wokół obiektów zwartych (białych karłów, gwiazd neutronowych i czarnych dziur)"
"2016/21/P/ST9/04025","ST9","ST9_11","ST9_11: Astrofizyka wysokich energii - promieniowanie rentgenowskie i gamma, promienie kosmiczne, neutrina"
"2016/22/M/HS1/00160","HS1","HS1_2","HS1_2: Ontologia i metafizyka, ontologie szczegółowe"
"2016/22/M/HS1/00160","HS1","HS1_4","HS1_4: Logika, metodologia nauk, filozofia nauki"
"2016/22/M/HS1/00170","HS1","HS1_1","HS1_1: Historia filozofii (starożytnej, średniowiecznej, nowożytnej i współczesnej) i historia idei"
"2016/22/M/HS1/00170","HS1","HS1_14","HS1_14: Teologia dogmatyczna, teologia biblijna, patrystyka"
"2016/22/M/HS2/00168","HS2","HS2_5","HS2_5: Językoznawstwo historyczne, porównawcze, typologiczne i współczesne; nauka o tekście i gatunkach mowy"
"2016/22/M/HS3/00157","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2016/22/M/HS3/00157","HS3","HS3_2","HS3_2: Historia społeczna"
"2016/22/M/HS3/00157","HS3","HS3_3","HS3_3: Historia polityczna (w tym ustroju)"
"2016/22/M/HS3/00163","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2016/22/M/HS3/00163","HS3","HS3_2","HS3_2: Historia społeczna"
"2016/22/M/HS3/00163","HS3","HS3_12","HS3_12: Dziedzictwo kulturowe (w tym: inwentaryzacja pamiątek i zabytków kultury, aktywność regionalistyczna)"
"2016/22/M/HS3/00210","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologiawczesnośredniowieczna, archeologia średniowieczna i nowożytna"
"2016/22/M/HS3/00210","HS3","HS3_12","HS3_12: Dziedzictwo kulturowe (w tym: inwentaryzacja pamiątek i zabytków kultury, aktywność regionalistyczna)"
"2016/22/M/HS3/00210","HS3","ST5_2","ST5_2: Materiały o strukturze ciała stałego"
"2016/22/M/HS3/00212","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2016/22/M/HS3/00212","HS3","HS1_10","HS1_10: Religia i jej uwarunkowania: antropologiczne, kulturowe, socjo-psychologiczne"
"2016/22/M/HS3/00212","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2016/22/M/HS3/00351","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologiawczesnośredniowieczna, archeologia średniowieczna i nowożytna"
"2016/22/M/HS3/00351","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2016/22/M/HS3/00351","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2016/22/M/HS3/00353","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologiawczesnośredniowieczna, archeologia średniowieczna i nowożytna"
"2016/22/M/HS3/00353","HS3","NZ8_13","NZ8_13: Biologia i ekologia człowieka"
"2016/22/M/HS3/00353","HS3","ST10_13","ST10_13: Geoekosystem: powiązania atmosfera-morfosfera-litosfera, pedosfera, hydrosfera, biosfera, antroposfera"
"2016/22/M/HS3/00354","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologiawczesnośredniowieczna, archeologia średniowieczna i nowożytna"
"2016/22/M/HS4/00361","HS4","HS4_2","HS4_2: Mikroekonomia i ekonomia instytucjonalna"
"2016/22/M/HS6/00159","HS6","HS6_2","HS6_2: Psychologia społeczna, polityczna, środowiskowa i międzykulturowa"
"2016/22/M/NZ1/00122","NZ1","NZ1_1","NZ1_1: Biologia molekularna"
"2016/22/M/NZ1/00122","NZ1","NZ1_10","NZ1_10: Biologia drobnoustrojów"
"2016/22/M/NZ1/00187","NZ1","NZ1_3","NZ1_3: Biofizyka"
"2016/22/M/NZ1/00187","NZ1","NZ2_10","NZ2_10: Modelowanie i symulacje biologiczne"
"2016/22/M/NZ2/00548","NZ2","NZ2_1","NZ2_1: Genetyka molekularna"
"2016/22/M/NZ2/00548","NZ2","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2016/22/M/NZ3/00679","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2016/22/M/NZ3/00679","NZ3","NZ3_3","NZ3_3: Apoptoza"
"2016/22/M/NZ3/00679","NZ3","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2016/22/M/NZ4/00670","NZ4","NZ4_1","NZ4_1: Anatomia"
"2016/22/M/NZ4/00670","NZ4","NZ3_5","NZ3_5: Neurobiologia molekularna"
"2016/22/M/NZ4/00674","NZ4","NZ4_9","NZ4_9: Neurobiologia systemowa"
"2016/22/M/NZ4/00678","NZ4","NZ4_11","NZ4_11: Metabolizm"
"2016/22/M/NZ4/00678","NZ4","NZ5_7","NZ5_7: Leczenie chorób człowieka"
"2016/22/M/NZ4/00678","NZ4","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2016/22/M/NZ5/00667","NZ5","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2016/22/M/NZ5/00667","NZ5","NZ5_5","NZ5_5: Diagnostyka chorób człowieka"
"2016/22/M/NZ5/00667","NZ5","NZ6_2","NZ6_2: Immunologia kliniczna"
"2016/22/M/NZ5/00668","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2016/22/M/NZ5/00668","NZ5","NZ5_5","NZ5_5: Diagnostyka chorób człowieka"
"2016/22/M/NZ6/00418","NZ6","NZ6_8","NZ6_8: Inne zagadnienia pokrewne"
"2016/22/M/NZ6/00418","NZ6","NZ5_7","NZ5_7: Leczenie chorób człowieka"
"2016/22/M/NZ7/00375","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2016/22/M/NZ9/00251","NZ9","NZ9_1","NZ9_1: Naukowe podstawy agronomii"
"2016/22/M/NZ9/00316","NZ9","NZ9_2","NZ9_2: Naukowe podstawy zootechniki"
"2016/22/M/NZ9/00590","NZ9","NZ9_5","NZ9_5: Naukowe podstawy rybactwa"
"2016/22/M/NZ9/00604","NZ9","NZ9_1","NZ9_1: Naukowe podstawy agronomii"
"2016/22/M/ST1/00233","ST1","ST1_18","ST1_18: Zastosowania matematyki w innych naukach"
"2016/22/M/ST1/00233","ST1","ST1_13","ST1_13: Rachunek prawdopodobieństwa i statystyka matematyczna"
"2016/22/M/ST1/00233","ST1","ST3_17","ST3_17: Fizyka statystyczna (materii skondensowanej)"
"2016/22/M/ST1/00257","ST1","ST1_16","ST1_16: Analiza numeryczna i obliczenia naukowe"
"2016/22/M/ST1/00257","ST1","ST1_11","ST1_11: Równania różniczkowe cząstkowe"
"2016/22/M/ST1/00257","ST1","ST1_12","ST1_12: Fizyka matematyczna"
"2016/22/M/ST1/00536","ST1","ST1_12","ST1_12: Fizyka matematyczna"
"2016/22/M/ST1/00536","ST1","ST3_17","ST3_17: Fizyka statystyczna (materii skondensowanej)"
"2016/22/M/ST1/00542","ST1","ST1_10","ST1_10: Równania różniczkowe zwyczajne i układy dynamiczne"
"2016/22/M/ST1/00542","ST1","ST1_7","ST1_7: Grupy Liego i algebry Liego"
"2016/22/M/ST1/00542","ST1","ST1_5","ST1_5: Geometria"
"2016/22/M/ST10/00347","ST10","ST10_3","ST10_3: Fizyka wnętrza Ziemi: sejsmologia, grawimetria, geomagnetyzm, magnetotelluryka"
"2016/22/M/ST10/00347","ST10","ST10_6","ST10_6: Ewolucja ziemi, sedymentologia, tektonika, geologia regionalna, geologia planetarna"
"2016/22/M/ST10/00589","ST10","ST10_4","ST10_4: Geochemia"
"2016/22/M/ST2/00173","ST2","ST2_1","ST2_1: Fundamentalne oddziaływania i pola"
"2016/22/M/ST2/00173","ST2","ST2_3","ST2_3: Fizyka jądrowa"
"2016/22/M/ST2/00176","ST2","ST2_3","ST2_3: Fizyka jądrowa"
"2016/22/M/ST2/00176","ST2","ST2_2","ST2_2: Fizyka cząstek elementarnych"
"2016/22/M/ST2/00183","ST2","ST2_3","ST2_3: Fizyka jądrowa"
"2016/22/M/ST2/00183","ST2","ST2_4","ST2_4: Astrofizyka jądrowa"
"2016/22/M/ST2/00261","ST2","ST2_8","ST2_8: Optyka i optyka kwantowa"
"2016/22/M/ST2/00261","ST2","ST2_14","ST2_14: Zjawiska nieliniowe"
"2016/22/M/ST2/00269","ST2","ST2_3","ST2_3: Fizyka jądrowa"
"2016/22/M/ST3/00471","ST3","ST3_11","ST3_11: Magnetyzm"
"2016/22/M/ST3/00471","ST3","ST3_13","ST3_13: Fizyka mezoskopowa"
"2016/22/M/ST3/00471","ST3","ST2_6","ST2_6: Elektryczność i magnetyzm"
"2016/22/M/ST4/00150","ST4","ST4_3","ST4_3: Metody spektroskopowe i spektrometryczne"
"2016/22/M/ST4/00150","ST4","ST4_13","ST4_13: Chemia fizyczna układów biologicznych"
"2016/22/M/ST4/00226","ST4","ST4_4","ST4_4: Struktura i architektura molekularna"
"2016/22/M/ST4/00226","ST4","ST4_15","ST4_15: Chemia teoretyczna i obliczeniowa"
"2016/22/M/ST4/00226","ST4","ST5_20","ST5_20: Chemia pojedynczych cząsteczek i makrocząsteczek"
"2016/22/M/ST4/00275","ST4","ST4_1","ST4_1: Chemia fizyczna"
"2016/22/M/ST4/00275","ST4","ST4_3","ST4_3: Metody spektroskopowe i spektrometryczne"
"2016/22/M/ST4/00275","ST4","ST5_19","ST5_19: Metody badań właściwości materiałów"
"2016/22/M/ST5/00298","ST5","ST5_1","ST5_1: Właściwości strukturalne materiałów"
"2016/22/M/ST5/00298","ST5","ST3_6","ST3_6: Dynamika sieci krystalicznych"
"2016/22/M/ST5/00431","ST5","ST5_23","ST5_23: Chemia organiczna"
"2016/22/M/ST5/00431","ST5","ST5_22","ST5_22: Chemia supramolekularna"
"2016/22/M/ST5/00435","ST5","ST5_8","ST5_8: Nowe materiały: tlenki, stopy, kompozyty, hybrydy organiczno-nieorganiczne, nadprzewodniki"
"2016/22/M/ST5/00435","ST5","ST5_2","ST5_2: Materiały o strukturze ciała stałego"
"2016/22/M/ST5/00546","ST5","ST5_1","ST5_1: Właściwości strukturalne materiałów"
"2016/22/M/ST5/00546","ST5","ST5_19","ST5_19: Metody badań właściwości materiałów"
"2016/22/M/ST5/00546","ST5","ST5_24","ST5_24: Chemia nieorganiczna"
"2016/22/M/ST8/00193","ST8","ST8_1","ST8_1: Inżynieria chemiczna, chemia techniczna, inżynieria środowiska, inżynieria sanitarna, inżynieria procesowa"
"2016/22/M/ST9/00198","ST9","ST9_11","ST9_11: Astrofizyka wysokich energii - promieniowanie rentgenowskie i gamma, promienie kosmiczne, neutrina"
"2016/22/M/ST9/00198","ST9","ST9_18","ST9_18: Techniki obserwacyjne (instrumenty, detektory) i satelitarne"
"2016/22/M/ST9/00198","ST9","ST6_11","ST6_11: Uczenie maszynowe, statystyczne przetwarzanie danych i zastosowanie w przetwarzaniu sygnałów"
"2016/22/M/ST9/00382","ST9","ST9_11","ST9_11: Astrofizyka wysokich energii - promieniowanie rentgenowskie i gamma, promienie kosmiczne, neutrina"
"2016/22/M/ST9/00583","ST9","ST9_11","ST9_11: Astrofizyka wysokich energii - promieniowanie rentgenowskie i gamma, promienie kosmiczne, neutrina"
"2016/22/M/ST9/00583","ST9","ST9_13","ST9_13: Ciemna materia, ciemna energia"
"2016/22/M/ST9/00583","ST9","ST9_15","ST9_15: Kosmologia"
"2016/22/A/HS3/00285","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologiawczesnośredniowieczna, archeologia średniowieczna i nowożytna"
"2016/22/A/HS3/00285","HS3","ST10_15","ST10_15: Paleoklimatologia, paleoekologia"
"2016/22/A/HS3/00285","HS3","NZ9_3","NZ9_3: Naukowe podstawy leśnictwa"
"2016/22/A/NZ1/00188","NZ1","NZ1_3","NZ1_3: Biofizyka"
"2016/22/A/NZ1/00581","NZ1","NZ1_1","NZ1_1: Biologia molekularna"
"2016/22/A/NZ1/00581","NZ1","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2016/22/A/NZ1/00581","NZ1","NZ1_2","NZ1_2: Biochemia"
"2016/22/A/NZ2/00184","NZ2","NZ2_1","NZ2_1: Genetyka molekularna"
"2016/22/A/NZ2/00184","NZ2","NZ2_11","NZ2_11: Epidemiologia genetyczna"
"2016/22/A/NZ2/00184","NZ2","NZ5_5","NZ5_5: Diagnostyka chorób człowieka"
"2016/22/A/NZ4/00380","NZ4","NZ4_12","NZ4_12: Inne zagadnienia pokrewne"
"2016/22/A/NZ4/00380","NZ4","NZ2_1","NZ2_1: Genetyka molekularna"
"2016/22/A/NZ4/00380","NZ4","NZ1_1","NZ1_1: Biologia molekularna"
"2016/22/A/ST1/00077","ST1","ST1_11","ST1_11: Równania różniczkowe cząstkowe"
"2016/22/A/ST1/00077","ST1","ST1_16","ST1_16: Analiza numeryczna i obliczenia naukowe"
"2016/22/A/ST1/00077","ST1","ST1_10","ST1_10: Równania różniczkowe zwyczajne i układy dynamiczne"
"2016/22/A/ST2/00313","ST2","ST2_8","ST2_8: Optyka i optyka kwantowa"
"2016/22/A/ST2/00313","ST2","ST7_11","ST7_11: Inżynieria biomedyczna"
"2016/22/A/ST4/00017","ST4","ST4_7","ST4_7: Fizyka chemiczna"
"2016/22/A/ST4/00017","ST4","ST4_13","ST4_13: Chemia fizyczna układów biologicznych"
"2016/22/A/ST4/00017","ST4","ST3_15","ST3_15: ""Miękka"" materia skondensowana (ciekłe kryształy, polimery,...)"
"2016/22/A/ST4/00029","ST4","ST4_17","ST4_17: Fotochemia"
"2016/22/A/ST4/00029","ST4","ST4_3","ST4_3: Metody spektroskopowe i spektrometryczne"
"2016/22/A/ST4/00029","ST4","ST5_23","ST5_23: Chemia organiczna"
"2016/22/A/ST4/00092","ST4","ST4_5","ST4_5: Chemia i fizykochemia powierzchni"
"2016/22/A/ST4/00092","ST4","ST4_9","ST4_9: Elektrochemia, elektrodializa, chemia w mikrostrumieniach"
"2016/22/A/ST4/00092","ST4","ST4_1","ST4_1: Chemia fizyczna"
"2016/22/A/ST5/00319","ST5","ST5_1","ST5_1: Właściwości strukturalne materiałów"
"2016/22/A/ST5/00319","ST5","ST5_10","ST5_10: Nanomateriały: nanocząstki, nanorurki"
"2016/22/A/ST5/00319","ST5","ST5_12","ST5_12: Materiały ""inteligentne"" – materiały samoorganizujące się, materiały reagujące na bodźce zewnętrzne"
"2016/22/A/ST7/00089","ST7","ST7_5","ST7_5: Mikro- i nanoelektronika, optoelektronika"
"2016/22/A/ST7/00089","ST7","ST7_4","ST7_4: Inżynieria systemów, sensoryka, automatyka"
"2016/22/A/ST7/00089","ST7","ST7_6","ST7_6: Technologie telekomunikacyjne, technologie wysokiej częstotliwości"
"2016/22/A/ST9/00009","ST9","ST9_7","ST9_7: Gwiazdy i układy gwiazdowe"
"2016/22/A/ST9/00009","ST9","ST9_8","ST9_8: Droga Mleczna"
"2016/22/E/HS1/00304","HS1","HS1_4","HS1_4: Logika, metodologia nauk, filozofia nauki"
"2016/22/E/HS2/00034","HS2","HS2_6","HS2_6: Językoznawstwo ogólne, teoria i metodologia badań językoznawczych"
"2016/22/E/HS2/00034","HS2","HS6_14","HS6_14: Struktura i dynamika społeczna, zmiana środowiska i społeczeństwo"
"2016/22/E/HS2/00135","HS2","HS2_13","HS2_13: Filmoznawstwo i media audiowizualne"
"2016/22/E/HS3/00141","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologiawczesnośredniowieczna, archeologia średniowieczna i nowożytna"
"2016/22/E/HS3/00141","HS3","HS3_13","HS3_13: Inne zagadnienia pokrewne"
"2016/22/E/HS3/00141","HS3","HS3_12","HS3_12: Dziedzictwo kulturowe (w tym: inwentaryzacja pamiątek i zabytków kultury, aktywność regionalistyczna)"
"2016/22/E/HS3/00373","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
